LAT;-17,248257;;;;;;;;;;;;;
LONG;-50,130914;;;;;;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];DPV [kPa];Umidade Relativa do Ar [%];Precipitação [mm];Molhamento Foliar [min];Velocidade do Vento [m/s];Velocidade Máxima do Vento [m/s];Direção do Vento [deg];Painel Solar [mV];Bateria [mV];DeltaT [°C];
Data/Horário;avg;avg;avg;avg;avg;sum;time;avg;max;avg;last;last;avg;Daily ET0 [mm]
2020-06-02 08:00:00;12,89;11,8;131;0,08;93,76;0;0;1,3;2,1;51;6997;6724;0;
2020-06-02 07:00:00;12,29;10,9;5;0,11;91,74;0;0;1,2;2,2;46;4678;6351;1;
2020-06-02 06:00:00;11,68;10,8;0;0,06;94,81;0;0;1,3;2,6;52;0;6326;0;
2020-06-02 05:00:00;11,84;10,9;0;0,06;94,75;0;0;1,5;3,4;80;0;6337;0;
2020-06-02 04:00:00;13,26;10,9;0;0,2;86,24;0;0;0,1;1;298;0;6337;1;
2020-06-02 03:00:00;13,25;11,6;0;0,14;89,92;0;0;0,5;2,1;318;0;6348;1;
2020-06-02 02:00:00;13,68;11,5;0;0,19;87,3;0;0;1;2,3;45;0;6340;1;
2020-06-02 01:00:00;14,48;11,6;0;0,27;83,64;0;0;0,2;1,2;114;0;6357;2;
2020-06-02 00:00:00;14,81;11,7;0;0,29;82,27;0;0;1,5;2,7;44;0;6363;2;2,8
2020-06-01 23:00:00;16,34;11,5;0;0,48;73,96;0;0;1,1;2,1;62;0;6377;3;
2020-06-01 22:00:00;18,59;11,5;0;0,77;63,76;0;0;0,3;1,3;134;0;6385;4;
2020-06-01 21:00:00;19,43;11,4;0;0,89;60,13;0;0;0;1;182;0;6391;5;
2020-06-01 20:00:00;20,68;10,7;0;1,14;53,36;0;0;0;0,5;221;0;6531;6;
2020-06-01 19:00:00;22,47;10,1;0;1,47;45,75;0;0;0;0,4;319;0;6622;7;
2020-06-01 18:00:00;25,28;9,9;56;1,99;38,14;0;0;0,1;1,2;242;709;6776;9;
2020-06-01 17:00:00;26,98;8,8;236;2,41;32,06;0;0;1,1;2,3;233;9533;6790;10;
2020-06-01 16:00:00;27,38;9,2;422;2,47;32,08;0;0;1,2;3,3;226;10031;6778;11;
2020-06-01 15:00:00;27,33;10,1;574;2,39;34,19;0;0;1,6;4;216;10103;6776;10;
2020-06-01 14:00:00;26,73;11,3;693;2,16;38,36;0;0;1,7;4,2;220;10079;6778;9;
2020-06-01 13:00:00;26,38;12,3;738;2;41,71;0;0;1,7;4,3;220;10108;6790;9;
2020-06-01 12:00:00;24,48;13;721;1,56;49,07;0;0;1,2;3;205;10132;6793;7;
2020-06-01 11:00:00;21,61;12,5;629;1,11;56,81;0;0;0,5;1,7;216;10089;6787;5;
2020-06-01 10:00:00;17,78;12,8;464;0,55;73,09;0;0;0,7;2,2;221;10089;6796;3;
2020-06-01 09:00:00;15,07;12,5;327;0,25;85,05;0;0;0,2;1,2;250;10084;6801;1;
2020-06-01 08:00:00;12,24;11,8;139;0,03;97,46;0;0;0,8;2;50;8488;6776;0;
2020-06-01 07:00:00;10,21;10,1;4;0;99,79;0;0;1,3;2,4;47;5195;6383;0;
2020-06-01 06:00:00;11,32;10,5;0;0,05;95,42;0;0;1;2,3;56;0;6354;0;
2020-06-01 05:00:00;12,44;11,2;0;0,1;92,55;0;0;0,2;0,9;52;0;6357;1;
2020-06-01 04:00:00;12,79;10,9;0;0,15;88,91;0;0;0,2;1;40;0;6363;1;
2020-06-01 03:00:00;12,72;11;0;0,14;89,58;0;0;0;0,8;166;0;6371;1;
2020-06-01 02:00:00;12,72;10,8;0;0,16;88,38;0;0;0,8;2,3;63;0;6365;1;
2020-06-01 01:00:00;14,72;10,7;0;0,37;77,56;0;0;0;0,8;357;0;6371;2;
2020-06-01 00:00:00;16,23;11;0;0,51;71,87;0;0;0;0,5;53;0;6354;3;2,9
2020-05-31 23:00:00;16,43;11,1;0;0,54;71,35;0;0;0,5;2;87;0;6343;3;
2020-05-31 22:00:00;18,56;9,8;0;0,91;57,2;0;0;0,4;1,7;154;0;6383;5;
2020-05-31 21:00:00;19,42;9,6;0;1,04;53,54;0;0;1,2;2;132;0;6454;5;
2020-05-31 20:00:00;20,31;9,8;0;1,16;51,21;0;0;0,4;1,4;184;0;6528;6;
2020-05-31 19:00:00;21,57;9,2;0;1,4;45,52;0;0;0,1;1,1;199;0;6647;7;
2020-05-31 18:00:00;24,12;9,1;59;1,84;38,86;0;0;0,8;1,7;194;1342;6767;9;
2020-05-31 17:00:00;26,69;8,3;213;2,39;31,43;0;0;1,2;2,7;205;9571;6798;11;
2020-05-31 16:00:00;27,27;9,1;433;2,45;32,12;0;0;1,3;3,3;209;9710;6793;11;
2020-05-31 15:00:00;27,56;9,3;590;2,5;32,07;0;0;1,7;4,6;200;10027;6781;11;
2020-05-31 14:00:00;27,13;9,9;688;2,36;34,06;0;0;1,5;5,3;165;10070;6778;10;
2020-05-31 13:00:00;26,12;10,8;744;2,07;38,65;0;0;1;3,9;295;10012;6784;9;
2020-05-31 12:00:00;24,17;12,8;733;1,53;49,26;0;0;0,9;2,8;206;10108;6787;7;
2020-05-31 11:00:00;21,65;12,7;656;1,1;57,22;0;0;0,5;2,8;166;10075;6781;5;
2020-05-31 10:00:00;17,84;12,7;483;0,57;72,29;0;0;0,8;1,9;219;10127;6798;3;
2020-05-31 09:00:00;15,56;12,8;340;0,27;84,17;0;0;0,2;1,3;153;10070;6793;2;
2020-05-31 08:00:00;12,26;11,8;143;0,02;97,89;0;0;0,8;1,9;55;8991;6790;0;
2020-05-31 07:00:00;10,31;10,1;5;0;99,25;0;0;1,2;2,2;50;6576;6402;0;
2020-05-31 06:00:00;11,46;11;0;0,03;97,38;0;0;0,9;2;57;0;6368;0;
2020-05-31 05:00:00;12,12;11;0;0,09;93,36;0;0;0,6;1,7;54;0;6374;0;
2020-05-31 04:00:00;11,92;10,8;0;0,08;93,47;0;0;0,7;2,6;27;0;6380;0;
2020-05-31 03:00:00;12,92;10,9;0;0,17;87,87;0;0;0,1;0,9;326;0;6374;1;
2020-05-31 02:00:00;14,29;11;0;0,3;81,25;0;0;0,1;0,8;329;0;6380;2;
2020-05-31 01:00:00;14,66;11,3;0;0,31;80,9;0;0;0,2;1;5;0;6371;2;
2020-05-31 00:00:00;15,62;11,5;0;0,4;76,95;0;0;0,1;1;290;0;6374;2;3
2020-05-30 23:00:00;17,49;10,9;0;0,68;66,08;0;0;0,4;1,1;186;0;6351;4;
2020-05-30 22:00:00;19,2;10,5;0;0,94;57,41;0;0;0,5;1,6;153;0;6371;5;
2020-05-30 21:00:00;19,84;10,5;0;1,03;55,06;0;0;0,8;1,6;137;0;6468;5;
2020-05-30 20:00:00;21,04;9,9;0;1,26;49,11;0;0;0,9;1,9;163;0;6562;6;
2020-05-30 19:00:00;22,84;10;0;1,54;44,29;0;0;0,9;1,6;168;0;6645;7;
2020-05-30 18:00:00;24,85;11,2;54;1,8;42,7;0;0;1,2;2,1;186;632;6770;8;
2020-05-30 17:00:00;28,27;9,3;241;2,66;30,67;0;0;0,8;2,6;215;9610;6784;11;
2020-05-30 16:00:00;28,5;9;432;2,73;29,57;0;0;0,9;4,6;139;9586;6787;11;
2020-05-30 15:00:00;28,49;9,1;596;2,72;29,95;0;0;1;3,6;82;9969;6773;11;
2020-05-30 14:00:00;28,25;9,9;708;2,6;31,93;0;0;1;3,8;17;9931;6787;11;
2020-05-30 13:00:00;27,39;10,3;766;2,38;34,5;0;0;1,5;5,9;48;10084;6781;10;
2020-05-30 12:00:00;26,03;11,6;752;1,99;40,97;0;0;1,4;3,6;70;10118;6787;9;
2020-05-30 11:00:00;22,83;13,1;667;1,26;54,46;0;0;1,1;3;89;10137;6790;6;
2020-05-30 10:00:00;19,7;12,7;506;0,82;64,68;0;0;0,4;1,9;50;10118;6793;4;
2020-05-30 09:00:00;15,43;12,7;334;0,27;84,37;0;0;0;0,7;203;10017;6781;2;
2020-05-30 08:00:00;12,02;11,3;142;0,04;96,27;0;0;0,6;1,4;45;7012;6739;0;
2020-05-30 07:00:00;10,78;10,1;0;0,05;95,7;0;0;0,8;1,7;49;4169;6377;0;
2020-05-30 06:00:00;11,08;10,3;0;0,05;95,6;0;0;1,1;2,1;38;0;6360;0;
2020-05-30 05:00:00;11,28;10,5;0;0,05;95,28;0;0;0,8;1,6;48;0;6368;0;
2020-05-30 04:00:00;12,02;11,1;0;0,06;94,74;0;0;0,4;1,3;43;0;6360;0;
2020-05-30 03:00:00;12,58;11;0;0,13;90,58;0;0;0,1;1,1;101;0;6365;1;
2020-05-30 02:00:00;13,75;10,8;0;0,26;82,85;0;0;0;0,7;212;0;6371;2;
2020-05-30 01:00:00;14,27;10,9;0;0,31;80,55;0;0;0,1;0,9;307;0;6380;2;
2020-05-30 00:00:00;15,19;11;0;0,4;76,38;0;0;0,1;1;327;0;6380;2;2,8
2020-05-29 23:00:00;16,45;10,6;0;0,58;69,14;0;0;0;1;352;0;6380;3;
2020-05-29 22:00:00;17,54;10,1;0;0,75;62,11;0;0;0;0,8;53;0;6388;4;
2020-05-29 21:00:00;18,51;9,8;0;0,9;57,33;0;0;0;0,9;36;0;6385;5;
2020-05-29 20:00:00;20,1;9,5;0;1,15;50,95;0;0;0,2;0,8;71;0;6525;6;
2020-05-29 19:00:00;22,83;9,8;0;1,56;43,87;0;0;0,3;1,1;134;0;6610;7;
2020-05-29 18:00:00;25,47;9,9;55;2,03;38,03;0;0;0,1;2,1;158;647;6753;9;
2020-05-29 17:00:00;28,46;8,2;253;2,78;28,19;0;0;0,9;2,1;178;9538;6784;12;
2020-05-29 16:00:00;29,17;7,8;444;2,97;26,39;0;0;0,6;2,2;163;9629;6790;12;
2020-05-29 15:00:00;28,71;8,2;609;2,84;27,73;0;0;0,9;3,3;125;9988;6784;12;
2020-05-29 14:00:00;28,2;9,2;726;2,65;30,62;0;0;1;3,5;81;9931;6770;11;
2020-05-29 13:00:00;27,04;10,2;775;2,31;35,14;0;0;0,9;3,2;79;10046;6776;10;
2020-05-29 12:00:00;24,53;11,7;767;1,69;44,91;0;0;1,1;3,7;106;10108;6787;8;
2020-05-29 11:00:00;21,15;11,7;681;1,12;55,48;0;0;0,4;2;151;10065;6778;6;
2020-05-29 10:00:00;16,56;12,1;529;0,46;75,55;0;0;0,8;1,9;209;10113;6798;3;
2020-05-29 09:00:00;13,87;11,4;358;0,22;85,9;0;0;0,6;1,6;242;9950;6801;1;
2020-05-29 08:00:00;11,93;11,1;138;0,06;95,07;0;0;0,1;0,8;343;6997;6719;0;
2020-05-29 07:00:00;10,66;10,6;5;0;99,71;0;0;0,6;1,3;69;6518;6348;0;
2020-05-29 06:00:00;10,77;10,3;0;0,02;97,73;0;0;0,5;1,3;83;0;6328;0;
2020-05-29 05:00:00;11,26;10,7;0;0,03;96,64;0;0;0;0;218;0;6320;0;
2020-05-29 04:00:00;11,51;10,6;0;0,06;94,78;0;0;0;0,6;338;0;6317;0;
2020-05-29 03:00:00;12,09;11;0;0,08;93,52;0;0;0;0,5;18;0;6337;0;
2020-05-29 02:00:00;12,74;11,1;0;0,14;90,1;0;0;0,1;0,8;331;0;6334;1;
2020-05-29 01:00:00;13,94;11,2;0;0,25;84,01;0;0;0;0;322;0;6354;2;
2020-05-29 00:00:00;15,42;11,4;0;0,39;77,35;0;0;0,1;0,7;31;0;6385;2;2,8
2020-05-28 23:00:00;16,17;11,3;0;0,48;73,48;0;0;0;0,5;128;0;6391;3;
2020-05-28 22:00:00;17,33;11,1;0;0,64;67,32;0;0;0,1;1,2;224;0;6394;4;
2020-05-28 21:00:00;18,41;10,9;0;0,8;61,99;0;0;0,2;1,2;196;0;6363;4;
2020-05-28 20:00:00;19,67;11,1;0;0,95;58,09;0;0;0,2;0,8;188;0;6459;5;
2020-05-28 19:00:00;21,14;12;0;1,09;56,35;0;0;0,2;1;183;0;6599;5;
2020-05-28 18:00:00;24,05;11,3;56;1,65;44,96;0;0;0,9;2,8;197;632;6761;8;
2020-05-28 17:00:00;27,51;10,3;253;2,41;34,34;0;0;1;2,6;221;9586;6790;10;
2020-05-28 16:00:00;28,2;8,5;454;2,7;29,24;0;0;0,8;2,8;178;10022;6776;11;
2020-05-28 15:00:00;28,06;9,1;619;2,62;30,62;0;0;0,7;1,9;161;9964;6778;11;
2020-05-28 14:00:00;27,03;9,8;731;2,34;34,14;0;0;0,9;2,8;39;9988;6776;10;
2020-05-28 13:00:00;25,59;10,3;784;2,01;38,51;0;0;1;4,7;148;10055;6776;9;
2020-05-28 12:00:00;23,23;10,5;768;1,56;44,96;0;0;0,9;3,1;164;10084;6776;7;
2020-05-28 11:00:00;20,33;10,8;685;1,07;55,06;0;0;0,5;1,7;195;10079;6787;5;
2020-05-28 10:00:00;15,8;10,6;548;0,51;71,6;0;0;0,5;1,9;225;10103;6784;3;
2020-05-28 09:00:00;12,88;10,9;366;0,17;88,52;0;0;0,1;0,8;221;9959;6790;1;
2020-05-28 08:00:00;10,15;9,8;140;0,01;98,31;0;0;0,5;1,5;36;7031;6753;0;
2020-05-28 07:00:00;8,82;8,5;6;0,01;98,45;0;0;0,9;2,1;47;6566;6368;0;
2020-05-28 06:00:00;9,42;8,9;0;0,02;97,12;0;0;0,8;1,7;47;0;6323;0;
2020-05-28 05:00:00;9,47;8,8;0;0,04;96,07;0;0;0,7;1,5;44;0;6331;0;
2020-05-28 04:00:00;9,64;8,9;0;0,04;95,51;0;0;0;0,7;28;0;6326;0;
2020-05-28 03:00:00;11,17;9,2;0;0,15;87,97;0;0;0;0;28;0;6323;1;
2020-05-28 02:00:00;11,1;9,4;0;0,12;90,05;0;0;0,8;1,9;33;0;6331;1;
2020-05-28 01:00:00;12,64;10;0;0,21;84,67;0;0;0;0;269;0;6328;1;
2020-05-28 00:00:00;13,18;10,3;0;0,24;83,44;0;0;0;0,1;248;0;6385;2;2,8
2020-05-27 23:00:00;14,47;10,2;0;0,38;76,22;0;0;0;0,5;219;0;6388;2;
2020-05-27 22:00:00;15,22;10,2;0;0,47;72,31;0;0;0;0;189;0;6383;3;
2020-05-27 21:00:00;16,45;9,8;0;0,64;65,33;0;0;0;0;147;0;6363;4;
2020-05-27 20:00:00;17,71;9,7;0;0,81;59,88;0;0;0;0;128;0;6462;4;
2020-05-27 19:00:00;19,69;8,6;0;1,17;48,86;0;0;0;0,6;136;0;6622;6;
2020-05-27 18:00:00;22,54;8;59;1,65;39,79;0;0;0,2;1,7;175;642;6764;8;
2020-05-27 17:00:00;24,81;6,6;260;2,15;31,22;0;0;1;2,1;238;10060;6784;10;
2020-05-27 16:00:00;25,25;6,8;458;2,21;31,04;0;0;1,6;3,3;228;10137;6790;10;
2020-05-27 15:00:00;25,1;7,7;621;2,12;33,3;0;0;1,9;4,8;217;10151;6781;10;
2020-05-27 14:00:00;24,33;8,3;735;1,94;36,23;0;0;1,6;3,8;212;10127;6787;9;
2020-05-27 13:00:00;23,33;8,2;789;1,76;38,25;0;0;1,9;4,1;196;10132;6778;8;
2020-05-27 12:00:00;21,93;9;774;1,46;44,27;0;0;1,9;4,5;174;10194;6790;7;
2020-05-27 11:00:00;18,8;11;689;0,84;61,02;0;0;1;2,8;211;10127;6790;4;
2020-05-27 10:00:00;15,35;11,7;552;0,36;79,31;0;0;0,8;2,5;226;10151;6784;2;
2020-05-27 09:00:00;12,43;11,2;366;0,1;92,64;0;0;0,4;1,9;329;10046;6793;1;
2020-05-27 08:00:00;9,04;8,9;131;0;99,99;0;0;1,2;2,4;43;9528;6793;0;
2020-05-27 07:00:00;8,05;8;5;0;99,99;0;0;1,2;2,8;43;6508;6357;0;
2020-05-27 06:00:00;8,34;8,2;0;0;99,67;0;0;0,2;1,3;118;0;6334;0;
2020-05-27 05:00:00;8,86;8,4;0;0,02;97,33;0;0;0;0,9;48;0;6351;0;
2020-05-27 04:00:00;9,85;8,9;0;0,06;94,47;0;0;0,5;1,5;44;0;6363;0;
2020-05-27 03:00:00;10,38;8,7;0;0,12;90,25;0;0;0,2;1,2;29;0;6360;1;
2020-05-27 02:00:00;11,33;9,5;0;0,14;89,08;0;0;0,2;1;326;0;6371;1;
2020-05-27 01:00:00;11,08;10,4;0;0,04;95,98;0;0;0;0;350;0;6374;0;
2020-05-27 00:00:00;12,32;10,3;0;0,16;88,2;0;0;0;1,4;6;0;6380;1;2,6
2020-05-26 23:00:00;12,96;11,1;0;0,15;89,16;0;0;1;1,9;47;0;6383;1;
2020-05-26 22:00:00;14,83;10,7;0;0,38;76,7;0;0;0,9;1,8;59;0;6383;2;
2020-05-26 21:00:00;15,82;9,4;0;0,6;66,24;0;0;0,1;0,8;47;0;6357;4;
2020-05-26 20:00:00;17,69;8,5;0;0,9;55,23;0;0;0;0;335;0;6400;5;
2020-05-26 19:00:00;18,89;9,2;0;1;53,82;0;0;0;0,2;254;0;6628;5;
2020-05-26 18:00:00;21,18;8,6;61;1,38;45,11;0;0;0,2;2,6;224;675;6784;7;
2020-05-26 17:00:00;23,11;7,7;259;1,76;37,34;0;0;1,1;2,8;235;10089;6781;9;
2020-05-26 16:00:00;23,41;7,5;456;1,83;36,11;0;0;1,7;3,7;221;10146;6784;9;
2020-05-26 15:00:00;23,04;7,8;618;1,75;37,69;0;0;1,6;4,2;206;10127;6776;8;
2020-05-26 14:00:00;22,32;8;731;1,6;40,13;0;0;1,7;4,5;196;10156;6790;8;
2020-05-26 13:00:00;21,66;7,9;786;1,51;41,41;0;0;2,1;5,2;207;10185;6778;8;
2020-05-26 12:00:00;19,96;10,3;768;1,06;54,63;0;0;1,3;4,1;188;10214;6796;5;
2020-05-26 11:00:00;14,77;13,8;643;0,1;94,49;0;0;0,5;2,3;180;10146;6793;0;
2020-05-26 10:00:00;12,45;12,4;343;0;99,99;0;20;0,2;1,4;134;10214;6798;0;
2020-05-26 09:00:00;11,34;11,3;144;0;99,99;0;60;0;0,9;160;7012;6756;0;
2020-05-26 08:00:00;10,16;10;48;0;99,99;0;10;0,1;0,9;211;6810;6565;0;
2020-05-26 07:00:00;9,79;9,7;0;0;99,99;0;0;0,5;1,7;241;2382;6334;0;
2020-05-26 06:00:00;9,68;9,6;0;0;99,99;0;0;0,7;2;234;0;6337;0;
2020-05-26 05:00:00;9,01;8,9;0;0;99,99;0;0;0,3;1,1;209;0;6340;0;
2020-05-26 04:00:00;10,6;10,5;0;0;99,99;0;0;0;0;248;0;6340;0;
2020-05-26 03:00:00;11,54;11,2;0;0,01;98,55;0;0;0;1,2;309;0;6351;0;
2020-05-26 02:00:00;13,04;12,6;0;0,03;97,69;0;0;0,6;1,8;41;0;6365;0;
2020-05-26 01:00:00;13,14;12,9;0;0,01;98,82;0;0;0,2;1,2;75;0;6374;0;
2020-05-26 00:00:00;13,69;13,3;0;0,02;98,11;0;0;0,3;1,3;205;0;6374;0;2,1
2020-05-25 23:00:00;14,63;13,7;0;0,08;94,71;0;0;0,7;1,4;199;0;6385;0;
2020-05-25 22:00:00;15,52;14,3;0;0,12;92,76;0;0;0,4;1,3;199;0;6388;1;
2020-05-25 21:00:00;16,31;14,6;0;0,17;90,28;0;0;0;0,7;161;0;6397;1;
2020-05-25 20:00:00;16,36;14,6;0;0,18;89,83;0;0;0,3;1,3;181;0;6397;1;
2020-05-25 19:00:00;17,42;15,1;0;0,26;86,66;0;0;0,9;2,1;181;0;6647;1;
2020-05-25 18:00:00;19,75;15,2;28;0,56;75,28;0;0;1,2;2,6;198;953;6759;3;
2020-05-25 17:00:00;21,57;15,1;151;0,84;67,25;0;0;1,7;3,3;214;8881;6824;4;
2020-05-25 16:00:00;22,22;15,2;300;0,93;65,02;0;0;1;2,5;195;10098;6790;4;
2020-05-25 15:00:00;21,95;14,9;435;0,92;64,64;0;0;0,6;2,3;187;9648;6804;4;
2020-05-25 14:00:00;21,34;14,7;553;0,85;66,22;0;0;0,5;2,2;153;9557;6818;4;
2020-05-25 13:00:00;19,76;14,4;504;0,64;71,75;0;0;0,8;2,2;36;10046;6790;3;
2020-05-25 12:00:00;18,42;13,6;627;0,54;74,15;0;0;0,9;2,5;97;10051;6784;3;
2020-05-25 11:00:00;16,57;12,9;583;0,38;79,65;0;0;0,6;2;85;10214;6801;2;
2020-05-25 10:00:00;14,41;12,5;305;0,18;88,78;0;0;0,7;2,1;218;10017;6801;1;
2020-05-25 09:00:00;12,79;12,4;154;0,02;98,04;0;0;1,4;3,8;211;6988;6727;0;
2020-05-25 08:00:00;12,54;12,4;38;0;99,8;0;0;1,7;3,5;205;6609;6442;0;
2020-05-25 07:00:00;12,59;12,4;0;0;99,6;0;0;1,5;2,8;218;1581;6363;0;
2020-05-25 06:00:00;12,65;12,5;0;0;99,4;0;0;1,1;2,6;216;0;6357;0;
2020-05-25 05:00:00;12,69;12,5;0;0,01;99,02;0;0;1,3;2,3;226;0;6371;0;
2020-05-25 04:00:00;12,85;12,6;0;0;99,15;0;0;0,9;2,2;219;0;6374;0;
2020-05-25 03:00:00;12,91;12,8;0;0;99,45;0;0;0,7;2;243;0;6371;0;
2020-05-25 02:00:00;12,76;12,7;0;0;99,91;0;0;0,3;1,2;237;0;6374;0;
2020-05-25 01:00:00;12,51;12,3;0;0;99,27;0;0;0,1;1,3;357;0;6388;0;
2020-05-25 00:00:00;13,02;12,6;0;0,02;97,78;0;0;0;0,8;141;0;6380;0;1,3
2020-05-24 23:00:00;13,14;12,6;0;0,03;97,22;0;0;0,9;2,2;216;0;6383;0;
2020-05-24 22:00:00;13;12,5;0;0,03;97,13;0;0;1,2;2,3;213;0;6368;0;
2020-05-24 21:00:00;13,46;12,9;0;0,04;96,79;0;0;1,5;4;201;0;6371;0;
2020-05-24 20:00:00;13,88;13,1;0;0,07;95,24;0;0;1,9;3,6;212;0;6420;0;
2020-05-24 19:00:00;14,29;12,9;0;0,13;91,67;0;0;1,6;3,9;210;0;6505;1;
2020-05-24 18:00:00;15,12;13;6;0,2;87,93;0;0;2;4,1;206;0;6662;1;
2020-05-24 17:00:00;15,93;13,1;41;0,29;83,65;0;0;2;3,8;221;2516;6750;2;
2020-05-24 16:00:00;16,08;13,2;123;0,29;83,4;0;0;2,2;4,5;213;8809;6807;2;
2020-05-24 15:00:00;16,29;13,2;226;0,32;82,33;0,2;0;2,4;4,2;217;9773;6793;2;
2020-05-24 14:00:00;15,96;13,1;192;0,29;83,54;0;0;2,4;4,4;217;9499;6793;2;
2020-05-24 13:00:00;16,12;12,9;283;0,32;81,8;0;0;2,5;5,7;209;9983;6804;2;
2020-05-24 12:00:00;16,08;12,9;243;0,32;81,81;0;0;2,7;5;213;9844;6801;2;
2020-05-24 11:00:00;16,24;12,9;380;0,34;81,05;0;0;2,6;4,3;201;9907;6790;2;
2020-05-24 10:00:00;14,99;13;256;0,19;88,45;0;0;2,6;5,3;198;9432;6790;1;
2020-05-24 09:00:00;14,09;13;126;0,09;93,61;0;0;2,9;5,4;202;6878;6622;1;
2020-05-24 08:00:00;14,31;13,6;7;0,06;95,94;0;0;2,2;4,8;208;5248;6368;0;
2020-05-24 07:00:00;14,75;13,9;0;0,08;94,89;0;10;2;4,9;199;1227;6337;0;
2020-05-24 06:00:00;14,97;14,6;0;0,02;98,12;0;60;1,5;2,8;195;0;6340;0;
2020-05-24 05:00:00;15,06;14,5;0;0,04;97,09;0,2;20;1;2;207;0;6348;0;
2020-05-24 04:00:00;15,28;14,4;0;0,07;95,21;0;0;1,7;3,7;210;0;6351;0;
2020-05-24 03:00:00;15,53;15,2;0;0,03;98,09;0;50;1,9;4;213;0;6363;0;
2020-05-24 02:00:00;15,85;15,5;0;0,02;98,02;0;60;2,9;6;201;0;6371;0;
2020-05-24 01:00:00;16,91;16,7;0;0,01;99,13;0;10;2,7;7,1;210;0;6368;0;
2020-05-24 00:00:00;17,31;17,1;0;0,01;99,05;0;40;1,7;3,2;199;0;6385;0;1,4
2020-05-23 23:00:00;17,46;17,3;0;0;99,44;0;60;1,7;3,8;193;0;6388;0;
2020-05-23 22:00:00;17,71;17,6;0;0;99,97;0;60;2,2;3,9;200;0;6377;0;
2020-05-23 21:00:00;18,33;18,2;0;0;100;0,4;60;2,1;4,2;196;0;6374;0;
2020-05-23 20:00:00;18,98;18,8;0;0,01;99,16;0;60;2,8;6,2;206;0;6499;0;
2020-05-23 19:00:00;20,51;19,3;0;0,16;93,15;0,2;0;3,1;5,7;211;0;6582;1;
2020-05-23 18:00:00;22,15;20,1;8;0,3;88,47;0;0;1,7;5,5;210;0;6690;1;
2020-05-23 17:00:00;22,85;20,3;70;0,39;85,91;0;0;2,2;4;196;4002;6810;2;
2020-05-23 16:00:00;24,02;20,3;185;0,59;80,11;0;0;1,9;4,4;201;9044;6827;3;
2020-05-23 15:00:00;23,69;20,3;294;0,52;82;0;0;1,5;2,8;193;9490;6830;2;
2020-05-23 14:00:00;23;20,8;283;0,33;87,85;0;0;1,6;3,1;192;8905;6776;2;
2020-05-23 13:00:00;22,33;21,1;350;0,17;93,1;0;50;0,8;2,3;173;9619;6778;1;
2020-05-23 12:00:00;21,36;21;155;0,04;98,08;0;60;1,2;3;140;6921;6667;0;
2020-05-23 11:00:00;21,1;20,6;95;0,05;97,64;0;60;0,8;1,8;202;6791;6579;0;
2020-05-23 10:00:00;21,16;20,5;84;0,08;96,46;0,2;60;1;2,7;166;6705;6519;0;
2020-05-23 09:00:00;21,01;20;86;0,13;94,5;0;10;1,6;3,7;173;6652;6465;1;
2020-05-23 08:00:00;20,35;19,7;25;0,08;96,28;0;60;1,3;3;206;5186;6388;0;
2020-05-23 07:00:00;20,14;19,3;0;0,1;95,29;0;20;1,2;4,3;227;1159;6348;1;
2020-05-23 06:00:00;20,29;19,1;0;0,15;93,32;0;0;1,3;3,2;45;0;6334;1;
2020-05-23 05:00:00;20,35;19,1;0;0,16;92,93;0;0;1,4;2,5;49;0;6343;1;
2020-05-23 04:00:00;20,5;19,1;0;0,18;91,93;0;0;1,5;3,5;49;0;6331;1;
2020-05-23 03:00:00;20,53;19,1;0;0,19;91,76;0;0;1,6;3,3;49;0;6340;1;
2020-05-23 02:00:00;20,61;19;0;0,21;91,15;0;0;1,5;2,9;44;0;6337;1;
2020-05-23 01:00:00;21,16;19,2;0;0,27;88,98;0;0;1,1;2,6;47;0;6328;1;
2020-05-23 00:00:00;21,57;19,2;0;0,34;86,67;0;0;1,2;2,7;52;0;6357;2;3,4
2020-05-22 23:00:00;22,21;19;0;0,46;82,72;0;0;0,9;1,7;70;0;6374;2;
2020-05-22 22:00:00;22,69;19;0;0,54;80,03;0;0;0,6;1,8;48;0;6383;2;
2020-05-22 21:00:00;24,09;19;0;0,78;73,8;0;0;0,7;1,9;3;0;6380;3;
2020-05-22 20:00:00;24,65;18,9;0;0,9;70,62;0;0;0,8;1,4;336;0;6383;4;
2020-05-22 19:00:00;25,42;18,6;0;1,09;66,3;0;0;0,5;1,1;357;0;6545;4;
2020-05-22 18:00:00;27,96;18,2;47;1,67;55,76;0;0;1;2,8;3;632;6741;6;
2020-05-22 17:00:00;30,18;17,8;246;2,23;47,88;0;0;1,6;4,3;6;9619;6810;8;
2020-05-22 16:00:00;30,19;17,5;341;2,27;46,93;0;0;1,9;5;18;8402;6787;8;
2020-05-22 15:00:00;30,66;17,7;428;2,37;46,07;0;0;2;4,2;23;10113;6781;9;
2020-05-22 14:00:00;30,28;18;476;2,23;48,19;0;0;1,6;4;40;9356;6801;8;
2020-05-22 13:00:00;29,91;17,7;743;2,18;48,21;0;0;1,8;4,2;23;10098;6781;8;
2020-05-22 12:00:00;28,74;18,1;713;1,85;52,96;0;0;1,7;5,2;54;10075;6787;7;
2020-05-22 11:00:00;26,65;18,7;624;1,32;61,97;0;0;1,8;3,7;42;10108;6784;5;
